project_id,project_name,sector,implementing_agency,approved_cost_cr,planned_commissioning_date,reported_completion_expenditure_cr,completion_date,financial_year,source_url
N26000103,INSTALLATION AND COMMISSIONING OF GSM UP (E) 2G+3G,Telecommunications,BHARAT SANCHAR NIGAM LIMITED,174.39,2015-04-01,118.14,2016-12-31,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N24000179,SAMAIKHIALI - GANDHIDHAM,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,805.39,2013-03-01,1408.4,2017-01-31,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N28000069,CONSTRUCTION OF EXTENSION BUILDING TO PARLIAMENT HOUSE,Urban Development,CENTRAL PUBLIC WORKS DEPARTMENT,261.85,2013-05-01,235.0,2017-01-31,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000140,IOR OF B-173A FIELD,Petroleum,OIL & NATURAL GAS CORPORATION LIMITED,352.49,2014-03-01,351.78,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000177,REPLACEMENT OF COKE CHAMBERS,Petroleum,INDIAN OIL CORPORATION LIMITED,480.0,2016-02-01,338.83,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000200,CRU TO ISOMERIZATION (ISOM),Petroleum,BHARAT PETROLEUM CORPORATION LIMITED,725.0,2017-02-01,520.04,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N24000167,4 LANNING OF AHMEDABAD TO GODHARA,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,1008.5,2013-06-01,1284.34,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N24000236,4 - LANING OF RAJSAMAND-GANGAPUR-BHILWARA,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,677.79,2016-04-01,883.59,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N24000239,WIDENING AND STRENGTHENING TO 2-LANE WITH PS OF NIMBI,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,368.15,2016-01-01,231.79,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N24000338,JODHPUR - BARMER SECTION OF PACKAGE -II,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,206.12,2017-04-01,161.6,2017-02-28,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000117,CONSTRUCTION OF 6 ETPS,Petroleum,OIL & NATURAL GAS CORPORATION LIMITED,317.64,2012-09-01,159.91,2017-03-31,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000161,RECONSTRUCTION OF BPA AND BPB PLATFORMS,Petroleum,OIL & NATURAL GAS CORPORATION LIMITED,1138.5,2015-04-01,712.5,2017-03-31,2016-17,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=128&path=Content/ArchiveReport/flash/2016-17/FR_march_2017.pdf
N16000106,ASSAM GAS CRACKER PROJECT,Petrochemicals,BRAHMAPUTRA CRECKER & POLYMER LTD.,5460.61,2012-04-01,9895.05,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000053,NORTHERN REGION SYSTEM STRENGHTENING SCHEME-XVIII,Power,POWER GRID CORPORATION OF INDIA LIMITED,509.66,2011-11-01,566.26,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000081,SYSTEM STRENGTHENING IN NR FOR SASAN AND MUNDRA (UMPP),Power,POWER GRID CORPORATION OF INDIA LIMITED,1216.83,2012-08-01,1074.89,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000101,ESTABLISHMENT OF POOLING STATIONS AT CHAMPA AND RAIGARH,Power,POWER GRID CORPORATION OF INDIA LIMITED,1961.87,2014-05-01,1817.05,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000117,SYSTEM STRENTHENING IN RAIPUR WARDHA CORRIDOR FOR IPP,Power,POWER GRID CORPORATION OF INDIA LIMITED,1422.85,2015-01-01,1490.42,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000145,COMMON SYSTEM ASSOCIATED WITH EAST COAST ENERGY PVT.,Power,POWER GRID CORPORATION OF INDIA LIMITED,1909.24,2015-06-01,1093.03,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000163,INSTALLATION OF BUS RECTOR AND ICT IN WESTERN REGION,Power,POWER GRID CORPORATION OF INDIA LIMITED,303.07,2016-07-01,48.5,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000173,SUB-STATION WORKS ASSOCIATED WITH SYSTEM STRENGTHENING,Power,POWER GRID CORPORATION OF INDIA LIMITED,972.42,2017-11-01,92.2,2017-04-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N04000071,SUPPLY OF 56 NOS AIRFIELD FIRE TENDERS AT VARIOUS AIRPORTS,Civil Aviation,AIRPORT AUTHORITY OF INDIA LIMITED,217.6,2015-03-01,196.94,2017-05-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N12000090,SMS-1 CONVERTERS REVAMPING,Steel,RASTRIYA ISPAT NIGAM LIMITED,404.16,2015-07-01,394.74,2017-06-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000166,TRANSMISSION SYSTEM ASSOCIATED WITH KAKRAPAR ATOMIC,Power,POWER GRID CORPORATION OF INDIA LIMITED,378.71,2016-10-01,257.9,2017-06-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000167,TRANSMISSION SYSTEM ASSOCIATED WITH LARA STPS-I (2X800),Power,POWER GRID CORPORATION OF INDIA LIMITED,400.47,2017-04-01,265.2,2017-06-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000211,TRANSMISSION SYSTEM ASSOCIATED WITH DARLIPALLI TPS,Power,POWER GRID CORPORATION OF INDIA LIMITED,187.04,2018-06-01,54.6,2017-06-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000094,NORTHERN REGION SYSTEM STRENGHENING SCHEME XVI,Power,POWER GRID CORPORATION OF INDIA LIMITED,752.64,2013-07-01,633.62,2017-07-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000183,WARDHA-HYDERABAD 765 KV LINK,Power,POWER GRID CORPORATION OF INDIA LIMITED,3662.02,2018-05-01,2302.4,2017-07-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000153,TRANSMISSION SYSTEM ASSOCIATED WITH MAUDA STAGE-II,Power,POWER GRID CORPORATION OF INDIA LIMITED,1575.3,2016-05-01,1328.51,2017-08-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
020100040,KUDANKULAM APP (NPCIL),Atomic Energy,NUCLEAR POWER CORPORATION OF INDIA LIMITED,13171.0,2008-12-01,22340.0,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N04000069,CONSTRUCTION OF NEW INTERNATIONAL TERMINAL BUILDING(GOA),Civil Aviation,AIRPORT AUTHORITY OF INDIA LIMITED,335.61,2012-05-01,305.59,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000089,DE-BOTTLENECKING OF SMPL,Petroleum,INDIAN OIL CORPORATION LIMITED,1584.0,2017-03-01,1355.45,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000143,INTEGRATED REFINERY EXPANSION PROJECT,Petroleum,BHARAT PETROLEUM CORPORATION LIMITED,16504.0,2017-03-01,15090.99,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000146,MANGALORE HASSAN MYSORE SOLUR LPG PIPELINE (MHMSLPL),Petroleum,HINDUSTAN PETROLEUM CORPORATION LIMITED,666.0,2015-11-01,606.13,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000149,AUGMENTATION OF PARADIP HALDIA BARAUNI PIPELINE,Petroleum,INDIAN OIL CORPORATION LIMITED,586.0,2015-08-01,440.2,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000186,MARKETING TOP AT KORBA,Petroleum,INDIAN OIL CORPORATION LIMITED,141.86,2016-09-01,174.37,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000205,INSTALLATION OF DIESEL HYDROTREATMENT UNIT (DHT) AND,Petroleum,BHARAT PETROLEUM CORPORATION LIMITED,1714.0,2017-06-01,1067.89,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000112,TRANSMISSION SYSTEM STRENGTHENING IN WESTERN PART OF,Power,POWER GRID CORPORATION OF INDIA LIMITED,2127.51,2014-07-01,2582.69,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000125,WR-NR HVDC INTERCONNECTOR FOR IPP PROJECTS IN,Power,POWER GRID CORPORATION OF INDIA LIMITED,9569.76,2015-06-01,7311.17,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000191,KBUNL-MUZAFFARPUR TPP STAGE-II- SUBSIDIARY (2X195 MW),Power,NATIONAL THERMAL POWER CORPORATION,3984.03,2013-01-01,3290.44,2017-09-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N06000110,"WIND POWER PROJECT,KAZHUNEERKULAM,TAMILNADU",Coal,NEYVELI LIGNITE CORPORATION,364.75,2014-10-01,333.05,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N12000089,BLAST FURNACE-2 CATEGORY-1 CAPITAL REPAIRS,Steel,RASTRIYA ISPAT NIGAM LIMITED,877.73,2015-07-01,747.81,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N12000092,TURBO BLOWER - 5,Steel,RASTRIYA ISPAT NIGAM LIMITED,280.0,2016-09-01,157.09,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000180,INSTALLATION OF DEMONSTRATION UNIT OF INDA DEPT AT,Petroleum,INDIAN OIL CORPORATION LIMITED,163.88,2016-07-01,82.45,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000208,50 MW 10 PERSENT WIND ENERGY POWER PROJECT,Petroleum,OIL INDIA LIMITED,500.0,2017-03-01,368.24,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000217,RESITING OF TINSUKIA TERMINAL PROJECT (DIGBOI MARKETING,Petroleum,INDIAN OIL CORPORATION LIMITED,150.0,2014-07-01,251.9,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N28000008,BANGALORE METRO RAIL PROJECT,Urban Development,METROPOLITAN RAPID TRANSPORT PROJECTS,6395.0,2011-06-01,14200.11,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N28000074,CONSTRUCTION OF NISM CAMPUS AT PATALGANGA RASAYANI,Urban Development,CENTRAL PUBLIC WORKS DEPARTMENT,315.0,2015-06-01,302.82,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N28000077,CONSTRUCTION OF HEAD OFFICE BUILDING OF PNB ON PLAT NO-4,Urban Development,CENTRAL PUBLIC WORKS DEPARTMENT,405.01,2014-12-01,349.54,2017-10-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N10000008,"Implementation of 50.4 MW Wind Power Project at Jath, Sangli,",Mines,,355.13,2016-11-01,355.13,2017-11-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N10000009,IMPLEMENTATION OF 50 MW WIND POWER PROJECT AT RAJASTHAN,Mines,,344.5,2016-11-01,344.5,2017-11-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000186,SUBSTATION WORKS ASSOCIATED WITH HYDERABAD,Power,POWER GRID CORPORATION OF INDIA LIMITED,550.06,2018-03-01,470.07,2017-11-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000207,TRANSMISSION SYSTEM STRENTHENING ASSOCIATED WITH,Power,POWER GRID CORPORATION OF INDIA LIMITED,244.19,2018-07-01,123.33,2017-11-30,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N06000085,PURNADIH OCP (3.0 MTY),Coal,CENTRAL COAL FIELDS LIMITED,210.98,2013-03-01,206.8,2017-12-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N12000088,3RD CONVERTER AND 4TH CASTER,Steel,RASTRIYA ISPAT NIGAM LIMITED,974.76,2016-07-01,676.93,2017-12-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N21000004,SAFDARJUNG HOSPITAL RE-DEVELOPMENT AND OTHERS -SUPER,Health And Family Welfare,HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,444.7,2015-12-01,326.3,2017-12-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N21000005,"SAFDARJUNG HOSPITAL, NEW DELHI-REDEVELOPMENT and",Health And Family Welfare,HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,196.7,2016-01-01,170.0,2017-12-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N12000083,REBUILDING OF COB-7 AT BSL,Steel,,245.67,2016-05-01,196.21,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000159,NORTHERN REGION SYSTEM STRENGHENING SCHEME - XXXII,Power,POWER GRID CORPORATION OF INDIA LIMITED,908.08,2016-06-01,741.63,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000162,STATIC VAR COMPENSATORS (SVCS) IN NORTHERN REGION,Power,POWER GRID CORPORATION OF INDIA LIMITED,829.98,2016-08-01,423.52,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000203,WIND POWER PROJECT AT LAKHMANA IN JAISALMER (RAJASTHAN),Power,NATIONAL HYDRO-ELECTRIC POWER CORPORATION,302.49,2016-02-01,270.77,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N25000059,RAIL CONNECTIVITY TO ICTT AT VALLARPADAM AT COCHIN PORT,Shipping And Ports,RAIL VIKAS NIGAM LTD.,245.67,2009-04-01,350.68,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N25000071,ACQUISITION OF SECONDHAND/ RESALE OF VLGC,Shipping And Ports,SHIPPING CRP. OF INDIA,215.0,2017-09-01,0.01,2018-01-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000136,DEVELOPMENT OF WESTERN PERIPHERY OF MH SOUTH FIELD,Petroleum,OIL & NATURAL GAS CORPORATION LIMITED,600.17,2014-12-01,707.33,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000218,DHDS REVAMP FOR MEETING BS-IV DIESEL QUALITY,Petroleum,CHENNAI PETROLEUM CORPORATION LIMITED,367.11,2017-04-01,251.63,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000225,PALAKKAD LPG PLANT,Petroleum,BHARAT PETROLEUM CORPORATION LIMITED,184.0,2017-12-01,100.2,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000116,SYSTEM STRENGTHENING IN NORTH AND WEST PART OF WR FOR,Power,POWER GRID CORPORATION OF INDIA LIMITED,1746.65,2014-08-01,1977.3,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000119,TUIRIAL HYDRO ELECTRIC PROJECT (60MW),Power,NORTH EAST ELECTRIC POWER CORPORATION,368.72,2006-07-01,1341.24,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
220100286,"RAJATGARH-BARANG(LD),ECOR",Railways,RAIL VIKAS NIGAM LTD.,166.16,2009-02-01,371.62,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
220100329,RAICHUR-GUNTAKAL(DL)(SCR),Railways,RAIL VIKAS NIGAM LTD.,136.62,2007-12-01,379.62,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000082,"ALUABARI ROAD SILIGURI JUNCTION VIA GALGALIA, NEFR",Railways,NORTH EAST FRONTIER RAILWAY,170.0,2011-03-01,440.72,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000107,RAMANAGRAM-MYSORE DOUBLING WITH ELECTRIFICATION OF,Railways,SOUTH WESTERN RAILWAY,482.0,2013-03-01,992.61,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000114,SURATPURA - HANUMANGARH - SRIGANGANAGAR GUAGE,Railways,NORTH WESTERN RAILWAY,516.23,2014-03-01,694.13,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000126,KATAKHAL TO BHAIRABI,Railways,NORTH EAST FRONTIER RAILWAY,227.9,2012-12-01,426.94,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000127,"LUMDING-SILCHAR JIRIBAM, BADARPUR-BARAIGRAM KUMARGHAT",Railways,NORTH EAST FRONTIER RAILWAY,1676.31,2009-03-01,7241.49,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N22000163,TAMLUK-BASULYA-SUTAHATA DOUBLING,Railways,RAIL VIKAS NIGAM LTD.,171.02,2013-06-01,241.76,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N24000144,CHENGAPALLI TO COIMBATORE BYPASS KM-102.035-144.740 KM,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,852.0,2013-03-01,913.37,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N24000343,TWO LANE WITH PAVED SHOULDERS OF CHAS -RAMGARH SECTION,Road Transport And Highways,NATIONAL HIGHWAYS AUTHORITY OF INDIA,341.61,2017-09-01,319.04,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N25000069,ACQUISITION OF SECONDHAND/ RESALE OF SUEZMAX TANKER,Shipping And Ports,SHIPPING CRP. OF INDIA,193.0,2017-04-01,193.0,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N28000059,CONSTRUCTION OF CENTRAL ACADEMY FOR POLICE TRAINING,Urban Development,CENTRAL PUBLIC WORKS DEPARTMENT,188.87,2015-12-01,193.29,2018-02-28,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N16000222,NEW 250 TMTPA LPG PLANT AT PANAGARH,Petroleum,HINDUSTAN PETROLEUM CORPORATION LIMITED,190.45,2017-09-01,130.15,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000031,KISHANGANGA HEP (3X110 MW),Power,NATIONAL HYDRO-ELECTRIC POWER CORPORATION,3642.04,2016-01-01,5301.63,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000077,TRANSMISSION SYSTEM FOR DEVELOPMENT OF POOLING STN. IN,Power,POWER GRID CORPORATION OF INDIA LIMITED,4404.57,2015-01-01,3700.95,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000085,SYSTEM STRENGTHENING XII OF SR,Power,POWER GRID CORPORATION OF INDIA LIMITED,232.34,2012-06-01,246.99,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000128,NORTHERN REGION SYSTEM STRENGTHENING SCHEME-XXIV,Power,POWER GRID CORPORATION OF INDIA LIMITED,723.63,2014-11-01,736.62,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000209,CONNECTIVITY FOR KUDANKULAM 3 AND 4 (2000MW) WITH,Power,POWER GRID CORPORATION OF INDIA LIMITED,162.11,2018-05-01,125.0,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000216,NORTH EASTERN REGION STRENGTHENING SCHEME IV,Power,POWER GRID CORPORATION OF INDIA LIMITED,409.19,2018-05-01,212.5,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
N18000251,50 MW SOLAR POWER PROJECT,Power,NATIONAL HYDRO-ELECTRIC POWER CORPORATION,287.48,2018-03-01,187.57,2018-03-31,2017-18,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=140&path=Content/ArchiveReport/flash/2017-18/FR_march_2018.pdf
